2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,2,2,2,2,2,2,2
2,2,2,2,2,2,2,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,0,54,54,2,2,2,2,54,54,54,54,54,2,54,54,54,54,54,2,54,54,2,2,2,2,54,54,2,7,7,2,2,2,2,7,7,2,7,7,7,7,7,7,2,2,2,2
2,2,54,54,2,2,2,2,54,54,54,54,54,2,54,54,54,54,54,2,54,54,54,2,2,2,54,54,2,7,7,7,2,2,2,7,7,2,7,7,7,7,7,7,2,2,2,2
2,2,54,54,2,2,2,2,54,54,2,54,54,2,54,54,2,54,54,2,54,2,54,54,2,2,54,54,2,7,7,7,7,2,2,7,7,2,7,7,2,2,2,2,2,2,2,2
2,2,54,54,2,2,2,2,54,54,1,54,54,2,54,54,2,54,54,2,54,2,2,54,54,2,54,54,2,7,7,7,7,7,2,7,7,2,7,7,2,2,7,7,2,2,2,2
2,2,54,54,2,2,2,2,54,54,2,54,54,2,54,54,54,54,54,2,54,2,54,54,2,2,54,54,2,7,7,2,7,7,7,7,7,2,7,7,2,2,7,7,2,2,2,2
2,2,54,54,54,54,54,2,54,54,54,54,54,2,54,54,54,54,54,2,54,54,54,2,2,2,54,54,2,7,7,1,2,7,7,7,7,2,7,7,7,7,7,7,2,2,2,2
2,2,54,54,54,54,54,2,54,54,54,54,54,2,54,54,2,54,54,2,54,54,2,2,2,2,54,54,2,7,7,2,2,2,7,7,7,2,7,7,7,7,7,7,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
